member_id,member,state_district,ticker,instrument,direction,opened_at,closed_or_marked_at,status,holding_days,holding_return_pct,spy_return_pct,excess_return_pct,return_90d_pct,excess_90d_pct,filing_id,source_url
gary-palmer,Gary Palmer,AL06,CELG,Stock,Long,2017-04-04,2018-10-05,No price match,,,,,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,C,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,212.3,275.3,-63,14.7,11.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,CMP,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,-53.3,275.3,-328.6,-2.2,-5.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,DFS,Stock,Long,2017-04-04,2026-09-11,No price match,,,,,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,EA,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,24,0.4,275.3,-274.9,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,ESRX,Stock,Long,2017-04-04,2018-10-05,Closed,549,45.7,25.7,20.1,-3,-6.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,F,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,102.4,275.3,-172.8,3,-0.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,GME,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,366.1,275.3,90.8,-0.1,-3.4,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,GM,Stock,Long,2017-04-04,2018-10-05,Closed,549,5.7,25.7,-20,5,1.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,GILD,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,199.7,275.3,-75.6,6.4,3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,GS,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,448.9,275.3,173.7,-0.5,-3.9,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,HPQ,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,176.7,275.3,-98.6,-0.2,-3.5,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MPC,Stock,Long,2017-04-04,2018-10-05,Closed,549,74.8,25.7,49.1,6.3,2.9,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MA,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,436.4,275.3,161.2,8,4.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MCK,Stock,Long,2017-04-04,2026-09-11,Open · latest mark,3447,550,275.3,274.7,13.1,9.7,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MSFT,Stock,Long,2017-04-04,2018-07-16,Closed,468,63.7,21.4,42.2,4.3,0.9,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MSFT,Stock,Long,2018-08-06,2026-09-11,Open · latest mark,2958,397,203.3,193.8,-1.4,2.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
