member_id,member,state_district,ticker,instrument,direction,opened_at,closed_or_marked_at,status,holding_days,holding_return_pct,spy_return_pct,excess_return_pct,return_90d_pct,excess_90d_pct,filing_id,source_url
gary-palmer,Gary Palmer,AL06,CXW,Stock,Long,2018-07-05,2026-09-14,Open · latest mark,2993,69.2,214.7,-145.5,1.6,-5.7,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,FII,Stock,Long,2018-07-05,2026-09-15,No price match,,,,,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
pete-sessions,Pete Sessions,TX32,MKC,Stock,Long,2018-07-05,2026-09-14,Open · latest mark,2993,0.4,214.7,-214.3,14,6.7,20009866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009866.pdf
katherine-clark,Katherine M. Clark,MA05,APC,Stock,Long,2018-07-06,2019-05-12,No price match,,,,,,,20010411,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010411.pdf
earl-blumenauer,Earl Blumenauer,OR03,TAP,Stock,Long,2018-07-09,2026-09-14,Open · latest mark,2989,-29.3,209.2,-238.6,-10.8,-14.9,20009879,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009879.pdf
thomas-macarthur,Thomas MacArthur,NJ03,IWF,Stock,Long,2018-07-10,2026-09-14,Open · latest mark,2988,247.6,208.1,39.4,2.8,-0.9,20010018,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010018.pdf
thomas-macarthur,Thomas MacArthur,NJ03,IWD,Stock,Long,2018-07-10,2026-09-14,Residual · latest mark,2988,144.3,208.1,-63.8,3.5,-0.1,20010018,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010018.pdf
debbie-dingell,Debbie Dingell,MI12,JCI,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,370.3,207.6,162.7,-0.8,-0.9,20009911,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009911.pdf
gary-palmer,Gary Palmer,AL06,UHAL,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,71.6,207.6,-136,-10.3,-10.4,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,ASND,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,281.2,207.6,73.6,-10.8,-10.9,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,CMCSA,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,-3.8,207.6,-211.5,-0.2,-0.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,INTU,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,68.2,207.6,-139.4,-4.1,-4.2,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,IRM,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,364.6,207.6,156.9,-10.2,-10.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MET,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,192.2,207.6,-15.4,5.4,5.3,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,MTD,Stock,Long,2018-07-12,2018-10-05,Closed,85,2.9,3.5,-0.6,-3.3,-3.4,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,PSEC,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,-8.2,207.6,-215.8,8.5,8.4,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,RHT,Stock,Long,2018-07-12,2026-09-15,No price match,,,,,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,TJX,Stock,Long,2018-07-12,2026-09-14,Open · latest mark,2986,198.8,207.6,-8.8,15.7,15.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,WPG,Stock,Long,2018-07-12,2026-09-15,No price match,,,,,,,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
thomas-macarthur,Thomas MacArthur,NJ03,EQM,Stock,Long,2018-07-17,2026-09-15,No price match,,,,,,,20010018,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010018.pdf
pete-sessions,Pete Sessions,TX32,MDT,Stock,Long,2018-07-18,2023-06-15,Closed,1793,11.9,70.7,-58.8,9.7,9.5,20009866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009866.pdf
alan-lowenthal,Alan S. Lowenthal,CA47,RHT,Stock,Long,2018-07-20,2019-02-26,No price match,,,,,,,20009963,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009963.pdf
bradley-schneider,Bradley S. Schneider,IL10,ENV,Stock,Long,2018-07-23,2018-10-19,No price match,,,,,,,20010443,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010443.pdf
david-trott,David A. Trott,MI11,EQM,Stock,Long,2018-10-23,2026-09-15,No price match,,,,,,,20010607,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010607.pdf
john-rutherford,John Rutherford,FL04,CMS,Stock,Long,2018-07-24,2019-09-19,Closed,422,37.4,9,28.4,7.3,9.2,20009815,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009815.pdf
lamar-smith,Lamar Smith,TX21,RTN,Stock,Long,2018-07-24,2026-09-15,No price match,,,,,,,20010037,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010037.pdf
debbie-dingell,Debbie Dingell,MI12,ALLY,Stock,Long,2018-07-26,2026-09-14,Open · latest mark,2972,96,203.3,-107.3,-10.3,-4.3,20009986,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009986.pdf
greg-gianforte,Greg Gianforte,MT00,CGNX,Stock,Long,2018-07-27,2026-09-14,Residual · latest mark,2971,40.9,205.4,-164.4,-8.2,-4.6,20009979,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009979.pdf
greg-gianforte,Greg Gianforte,MT00,IFF,Stock,Long,2018-07-27,2020-07-28,Closed,732,2.5,18.7,-16.2,7,10.6,20009979,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009979.pdf
debbie-dingell,Debbie Dingell,MI12,CBS,Stock,Long,2018-07-30,2026-09-15,No price match,,,,,,,20010050,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010050.pdf
jackie-speier,Jackie Speier,CA14,FB,Stock,Long,2018-07-30,2026-09-14,Open · latest mark,445,16.1,207,-190.9,,,20009996,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009996.pdf
josh-gottheimer,Josh Gottheimer,NJ05,LVS,Stock,Long,2019-10-21,2020-08-07,Closed,291,-21.4,13.2,-34.6,29.2,18,20012554,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012554.pdf
gary-palmer,Gary Palmer,AL06,CI,Stock,Long,2018-08-06,2026-09-14,Open · latest mark,2961,71.7,201.9,-130.2,13.5,17.5,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,DG,Stock,Long,2018-07-31,2026-09-14,Open · latest mark,2967,46.9,205.5,-158.6,12.3,18.1,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,HUM,Stock,Long,2018-08-06,2026-09-14,Open · latest mark,2961,35.3,201.9,-166.7,0.1,4.2,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
justin-amash,Justin Amash,MI03,AAPL,Stock,Long,2018-08-01,2026-09-14,Open · latest mark,2966,602.2,206,396.2,6.2,10.5,20010021,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010021.pdf
justin-amash,Justin Amash,MI03,DIS,Stock,Long,2018-08-01,2026-09-14,Open · latest mark,2966,1.1,206,-204.9,1.6,5.8,20010021,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010021.pdf
pete-sessions,Pete Sessions,TX32,CME,Stock,Long,2018-08-02,2026-09-14,Open · latest mark,2965,135.1,204.3,-69.2,14.2,18,20009866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009866.pdf
pete-sessions,Pete Sessions,TX32,DLTR,Stock,Long,2018-08-03,2026-09-14,Open · latest mark,2964,32,203,-171,-6,-2.8,20009866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009866.pdf
gary-palmer,Gary Palmer,AL06,APTV,Stock,Long,2018-08-06,2026-09-14,Open · latest mark,2961,-53.7,201.9,-255.6,-18.9,-14.9,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,ASML,Stock,Long,2018-08-06,2026-09-14,Open · latest mark,2961,694.8,201.9,492.9,-18.1,-14,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
gary-palmer,Gary Palmer,AL06,HLT,Stock,Long,2018-08-06,2026-09-14,Open · latest mark,2961,308,201.9,106.1,-6.6,-2.6,20010260,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010260.pdf
carlos-curbelo,Carlos Curbelo,FL26,IJR,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,77.7,196.4,-118.7,-13.1,-5.8,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
thomas-macarthur,Thomas MacArthur,NJ03,FANUY,Stock,Long,2018-08-08,2018-12-10,Closed,124,-21.7,-7.1,-14.7,-4.9,-1.7,20010231,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010231.pdf
pete-sessions,Pete Sessions,TX32,PEP,Stock,Long,2018-08-08,2026-09-14,Open · latest mark,2959,55.5,201.1,-145.5,2.4,5.5,20009866,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20009866.pdf
lamar-smith,Lamar Smith,TX21,MXL,Stock,Long,2018-08-08,2026-09-14,Open · latest mark,2959,266.7,201.1,65.6,13.6,16.8,20010207,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010207.pdf
lamar-smith,Lamar Smith,TX21,TFX,Stock,Long,2018-08-08,2026-09-14,Open · latest mark,2959,-41,201.1,-242.1,10.8,14,20010207,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010207.pdf
dwight-evans,Dwight Evans,PA02,INTC,Stock,Long,2018-08-17,2020-10-29,Closed,804,-1.7,20.9,-22.6,2.8,6.6,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
dwight-evans,Dwight Evans,PA03,INTC,Stock,Long,2022-03-30,2026-09-14,Residual · latest mark,1629,102.2,75.7,26.5,-26,-9.3,20020865,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020865.pdf
dwight-evans,Dwight Evans,PA02,JPM,Stock,Long,2018-08-17,2026-09-14,Open · latest mark,2950,279.1,201.5,77.6,-3.4,0.4,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
dwight-evans,Dwight Evans,PA02,MSFT,Stock,Long,2018-08-17,2026-09-14,Residual · latest mark,2950,407.5,201.5,206,0.2,3.9,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
dwight-evans,Dwight Evans,PA02,NEE,Stock,Long,2018-08-17,2026-09-14,Residual · latest mark,2950,129.2,201.5,-72.3,3,6.7,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
dwight-evans,Dwight Evans,PA02,PFE,Stock,Long,2018-08-17,2020-03-02,Closed,563,-12.5,11.6,-24.1,3.5,7.2,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
dwight-evans,Dwight Evans,PA02,TMO,Stock,Long,2018-08-17,2026-09-14,Residual · latest mark,2950,172.6,201.5,-28.9,3.4,7.2,20010360,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010360.pdf
alan-lowenthal,Alan S. Lowenthal,CA47,ATVI,Stock,Long,2018-08-20,2018-11-27,No price match,,,,,,,20010195,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010195.pdf
alan-lowenthal,Alan S. Lowenthal,CA47,ATVI,Stock,Long,2022-12-12,2026-09-15,No price match,,,,,,,20022161,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022161.pdf
bradley-schneider,Bradley S. Schneider,IL10,TTD,Stock,Long,2018-08-22,2019-06-19,Closed,301,93.8,3.9,89.9,-12.7,-5.4,20010443,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010443.pdf
john-rutherford,John Rutherford,FL04,VTR,Stock,Long,2018-08-23,2026-09-14,Open · latest mark,2944,107.2,200.7,-93.5,5.2,12,20010191,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010191.pdf
carlos-curbelo,Carlos Curbelo,FL26,BLK,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,170.8,196.4,-25.6,-12.8,-5.5,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,CNC,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,-5.2,196.4,-201.6,-5.4,1.9,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,CL,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,59.3,196.4,-137.1,-5.4,1.9,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,ECL,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,100.6,196.4,-95.8,3.8,11.1,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,FLEX,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,934.1,196.4,737.7,-39.6,-32.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,FTNT,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,951.5,196.4,755.1,-12.5,-5.1,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,HSIC,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,40.5,196.4,-156,4.6,11.9,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,HII,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,33.8,196.4,-162.6,-14,-6.7,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,ICE,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,134.2,196.4,-62.2,8,15.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,QQQ,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,304.2,196.4,107.8,-11.6,-4.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,KSU,Stock,Long,2018-08-28,2026-09-15,No price match,,,,,,,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,LII,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,79.6,196.4,-116.9,-3,4.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,MKC,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,-4.1,196.4,-200.6,18,25.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,NTRS,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,111.7,196.4,-84.7,-9.3,-2,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,PH,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,495.1,196.4,298.7,-4.6,2.7,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,RHT,Stock,Long,2018-08-28,2026-09-15,No price match,,,,,,,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,SLB,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,4.9,196.4,-191.5,-26.6,-19.3,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,SEE,Stock,Long,2018-08-28,2026-09-15,No price match,,,,,,,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,SCI,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,116.8,196.4,-79.6,4.3,11.6,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,SSNC,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,52.9,196.4,-143.5,-21.1,-13.8,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,FTI,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,243.3,196.4,46.9,-21.8,-14.4,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,TRIP,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,-80.5,196.4,-276.9,15.2,22.5,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,UTX,Stock,Long,2018-08-28,2026-09-15,No price match,,,,,,,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
carlos-curbelo,Carlos Curbelo,FL26,UNH,Stock,Long,2018-08-28,2026-09-14,Open · latest mark,2939,64.4,196.4,-132,-0.5,6.8,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
greg-gianforte,Greg Gianforte,MT00,HHC,Stock,Long,2018-08-28,2018-11-19,No price match,,,,,,,20010236,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010236.pdf
greg-gianforte,Greg Gianforte,MT00,HHC,Stock,Long,2019-01-23,2026-09-15,No price match,,,,,,,20011157,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011157.pdf
thomas-macarthur,Thomas MacArthur,NJ03,IDEXY,Stock,Long,2018-08-28,2018-12-10,Closed,104,-7.3,-8.5,1.2,-8.1,-0.7,20010231,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010231.pdf
steve-cohen,Steve Cohen,TN09,FDRR,Stock,Long,2018-08-29,2026-09-14,Open · latest mark,2938,167.4,194.8,-27.4,-4.3,3.2,20010262,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010262.pdf
carlos-curbelo,Carlos Curbelo,FL26,IFF,Stock,Long,2018-08-29,2026-09-14,Open · latest mark,2938,-21.3,194.8,-216.2,8.1,15.6,20010329,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010329.pdf
k-conaway,K. Michael Conaway,TX11,EMR,Stock,Long,2020-04-22,2026-09-14,Open · latest mark,2336,226.9,197.3,29.6,23.6,6.6,20016520,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016520.pdf
lloyd-doggett,Lloyd Doggett,TX35,IBM,Stock,Long,2018-09-05,2026-09-14,Open · latest mark,2931,149,197.3,-48.3,-16,-10,20010423,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010423.pdf
bradley-schneider,Bradley S. Schneider,IL10,TTWO,Stock,Long,2018-09-05,2018-12-18,Closed,104,-19.8,-11.3,-8.4,-21.1,-15,20010443,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010443.pdf
josh-gottheimer,Josh Gottheimer,NJ05,NFLX,Stock,Long,2021-10-25,2022-03-17,Closed,143,-44.7,-2.8,-41.9,-40.8,-37.3,20019761,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019761.pdf
josh-gottheimer,Josh Gottheimer,NJ05,NFLX,Stock,Long,2023-01-11,2026-09-14,Residual · latest mark,1342,145.4,101.2,44.2,3.3,-0.6,20022412,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022412.pdf
james-langevin,James R. Langevin,RI02,NFLX,Call,Long,2018-10-24,2018-11-05,Closed,12,4.5,3,1.5,7.7,8.1,20011335,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20011335.pdf
james-langevin,James R. Langevin,RI02,NFLX,Call,Long,2019-09-19,2019-10-16,Closed,27,-0.1,-0.4,0.3,11.9,5.3,20012448,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2019/20012448.pdf
james-langevin,James R. Langevin,RI02,NFLX,Call,Long,2021-07-16,2021-08-19,Closed,34,2.5,2,0.6,19.5,16.6,20019333,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf
james-langevin,James R. Langevin,RI02,NFLX,Call,Long,2022-02-03,2022-03-17,Closed,42,-8.4,-1.2,-7.2,-49.7,-46.1,20020559,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020559.pdf
david-trott,David A. Trott,MI11,TRP,Stock,Long,2018-09-10,2018-12-06,Closed,87,-2.4,-5.9,3.5,-2.7,5.4,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
thomas-macarthur,Thomas MacArthur,NJ03,CRL,Stock,Long,2018-09-11,2026-09-14,Open · latest mark,2925,113.5,197.3,-83.8,-0.2,8.1,20010412,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010412.pdf
david-trott,David A. Trott,MI11,MPLX,Stock,Long,2018-09-11,2026-09-14,Open · latest mark,2925,243.2,197.3,45.8,-8.2,0.1,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
thomas-macarthur,Thomas MacArthur,NJ03,BASFY,Stock,Long,2018-09-13,2018-12-10,Closed,88,-27.1,-8.8,-18.4,-25.9,-17.6,20010412,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010412.pdf
mark-meadows,Mark R Meadows,NC11,CCH,Stock,Long,2018-09-14,2026-09-15,No price match,,,,,,,20010409,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010409.pdf
mark-meadows,Mark R Meadows,NC11,IVZ,Stock,Long,2018-09-14,2026-09-14,Open · latest mark,2922,92.7,195.4,-102.7,-26.4,-18,20010409,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010409.pdf
mark-meadows,Mark R Meadows,NC11,LVMUY,Stock,Long,2018-09-14,2026-09-14,Open · latest mark,2922,63.5,195.4,-131.9,-14.2,-5.8,20010409,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010409.pdf
bradley-schneider,Bradley S. Schneider,IL10,PTC,Stock,Long,2018-09-14,2019-05-03,Closed,231,-16.3,2.6,-18.9,-17.9,-9.5,20010443,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010443.pdf
mark-meadows,Mark R Meadows,NC11,T,Stock,Long,2018-09-17,2026-09-14,Open · latest mark,2919,82.8,197,-114.2,-8.3,1.2,20010409,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010409.pdf
gary-palmer,Gary Palmer,AL06,CTL,Stock,Long,2018-09-17,2018-10-05,No price match,,,,,,,20010408,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010408.pdf
david-trott,David A. Trott,MI11,SHLX,Stock,Long,2018-09-17,2026-09-15,No price match,,,,,,,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
josh-gottheimer,Josh Gottheimer,NJ05,SSMXY,Stock,Long,2024-05-02,2026-09-14,Residual · latest mark,865,-30.6,54.7,-85.3,-4.6,-14,20025207,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2024/20025207.pdf
david-trott,David A. Trott,MI11,ANDX,Stock,Long,2018-09-18,2026-09-15,No price match,,,,,,,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
david-trott,David A. Trott,MI11,PSXP,Stock,Long,2018-09-19,2026-09-15,No price match,,,,,,,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
thomas-rooney,Thomas J. Rooney,FL17,WRK,Stock,Long,2018-09-20,2026-09-15,No price match,,,,,,,20010450,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010450.pdf
david-trott,David A. Trott,MI11,ENB,Stock,Long,2018-09-20,2026-09-14,Open · latest mark,2916,128.5,192.7,-64.3,-8.8,5.2,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
josh-gottheimer,Josh Gottheimer,NJ05,PCTY,Stock,Long,2018-09-21,2022-10-11,Closed,1481,181,31.1,149.9,-27.7,-12.3,20010354,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010354.pdf
thomas-macarthur,Thomas MacArthur,NJ03,ELAN,Stock,Long,2018-09-21,2018-12-07,Closed,77,-1.6,-9.7,8.2,-8.1,7.2,20010412,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010412.pdf
david-trott,David A. Trott,MI11,MMP,Stock,Long,2018-09-21,2026-09-15,No price match,,,,,,,20010421,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010421.pdf
josh-gottheimer,Josh Gottheimer,NJ05,SKY,Stock,Long,2018-09-24,2026-09-14,Residual · latest mark,2912,177.4,194,-16.6,-55.4,-38.6,20010456,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010456.pdf
gary-palmer,Gary Palmer,AL06,NTRS,Stock,Long,2018-09-24,2018-10-05,Closed,11,0.4,-1.1,1.5,-24.2,-7.4,20010408,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010408.pdf
greg-gianforte,Greg Gianforte,MT00,TYL,Stock,Long,2018-09-25,2019-10-11,Closed,381,9.9,3.9,5.9,-28.8,-9.9,20010364,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2018/20010364.pdf
